item_id,product_name,product_line,product_group,brand,department,category,sub_category
901,Tester - Savage Oud Scent 100Ml (Batch 8065),Nan,Admin,Admin,Admin,Admin,Admin
902,Golden Musk Eau De Parfum 50Ml (Batch 7388),Private Blend 90,Prestige Global Alliance,Château Wong,Bodycare,Unisex Fragrances,Eau_De_Parfum
903,Mystic Oud Eau De Toilette 50Ml (Batch 6124),Private Blend 90,Prestige Global Alliance,Château Wong,Bodycare,Unisex Fragrances,Eau_De_Parfum
904,Savage Musk Eau De Toilette 50Ml (Batch 8625),Velvet Petals 92,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Body_Lotion
905,Ambre Musk Eau De Toilette 100Ml (Batch 5071),Velvet Petals 92,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Body_Lotion
906,Imperial Sandalwood Eau De Toilette 50Ml (Batch 7904),Velvet Petals 92,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Body_Lotion
907,Golden Oud Eau De Parfum 100Ml (Batch 9358),Nan,Admin,Admin,Admin,Admin,Admin
908,Imperial Sandalwood Eau De Toilette 50Ml (Batch 3522),Nan,Admin,Admin,Admin,Admin,Admin
909,Vanilla Musk Eau De Toilette 100Ml (Batch 8757),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
910,Velvet Citrus Eau De Parfum 50Ml,Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
912,Golden Oud Eau De Parfum 50Ml (Batch 7461),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
913,Tester - Velvet Musk Scent 100Ml (Batch 1978),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Counter_Display
914,Tester - Imperial Musk Scent 100Ml (Batch 1482),Velvet Petals 92,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Body_Lotion
915,Tester - Royal Jasmin Scent 100Ml (Batch 8459),Velvet Petals 83,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Sampling_Vial
916,Rose Musk Eau De Toilette 100Ml (Batch 3814),Gold Collection 5,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
917,Tester - Imperial Oud Scent 100Ml (Batch 5210),Gold Collection 5,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Sampling_Vial
918,Tester - Golden Jasmin Scent 100Ml (Batch 7859),Gold Collection 5,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Sampling_Vial
919,Rose Oud Eau De Toilette 50Ml (Batch 1517),Gold Collection 5,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
920,Tester - Ambre Musk Scent 100Ml (Batch 5055),Gold Collection 5,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Sampling_Vial
921,Golden Sandalwood Eau De Parfum 100Ml (Batch 8332),Gold Collection 5,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
922,Imperial Sandalwood Eau De Parfum 100Ml (Batch 5502),Oud Intense 79,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
923,Savage Jasmin Eau De Parfum 50Ml (Batch 8278),Noir Series 6,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
924,Rose Musk Eau De Toilette 50Ml (Batch 7269),Noir Series 6,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
925,Vanilla Jasmin Eau De Parfum 100Ml (Batch 6932),Noir Series 6,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
926,Tester - Vanilla Citrus Scent 100Ml (Batch 9815),Noir Series 6,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Sampling_Vial
927,Vanilla Jasmin Eau De Parfum 100Ml (Batch 3383),Noir Series 6,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
928,Ambre Citrus Eau De Toilette 50Ml (Batch 7636),Oud Intense 10,Prestige Global Alliance,Beck London,Body Care,Product Testers,Sampling_Vial
929,Vanilla Musk Eau De Toilette 50Ml (Batch 8278),Velvet Petals 24,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Eau_De_Toilette
930,Mystic Musk Eau De Toilette 50Ml (Batch 2822),Velvet Petals 24,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Eau_De_Toilette
931,Rose Sandalwood Eau De Parfum 100Ml (Batch 4086),Velvet Petals 24,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Eau_De_Toilette
932,Imperial Oud Eau De Parfum 100Ml (Batch 3111),Velvet Petals 24,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Eau_De_Toilette
933,Mystic Musk Eau De Parfum 100Ml (Batch 6261),Velvet Petals 24,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Eau_De_Toilette
934,Tester - Savage Citrus Scent 100Ml (Batch 4135),Velvet Petals 24,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Eau_De_Toilette
935,Savage Sandalwood Eau De Parfum 100Ml (Batch 3585),Velvet Petals 24,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Eau_De_Toilette
936,Rose Sandalwood Eau De Toilette 50Ml (Batch 8316),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
937,Tester - Ambre Citrus Scent 100Ml (Batch 5372),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Counter_Display
938,Tester - Velvet Citrus Scent 100Ml (Batch 4332),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Counter_Display
939,Vanilla Citrus Eau De Toilette 100Ml (Batch 7261),Ocean Breeze 86,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
940,Imperial Jasmin Eau De Toilette 100Ml (Batch 5318),Oud Intense 10,Prestige Global Alliance,Beck London,Body Care,Product Testers,Sampling_Vial
941,Golden Sandalwood Eau De Parfum 50Ml (Batch 9377),Noir Series 102,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Counter_Display
942,Royal Oud Eau De Toilette 100Ml (Batch 3296),Noir Series 102,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Counter_Display
943,Velvet Sandalwood Eau De Parfum 100Ml (Batch 4367),Noir Series 102,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Counter_Display
944,Rose Citrus Eau De Parfum 50Ml (Batch 5087),Noir Series 102,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Counter_Display
945,Velvet Oud Eau De Parfum 100Ml (Batch 6354),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
946,Golden Jasmin Eau De Toilette 100Ml (Batch 4914),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
947,Tester - Rose Oud Scent 100Ml (Batch 3690),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
948,Mystic Sandalwood Eau De Parfum 100Ml (Batch 5767),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
949,Savage Citrus Eau De Parfum 50Ml (Batch 7048),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
950,Velvet Sandalwood Eau De Parfum 100Ml (Batch 4275),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
951,Mystic Oud Eau De Parfum 100Ml (Batch 5208),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
952,Vanilla Sandalwood Eau De Parfum 50Ml (Batch 7564),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
953,Mystic Citrus Eau De Toilette 50Ml (Batch 4593),Gold Collection 31,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
954,Tester - Velvet Citrus Scent 100Ml (Batch 4333),Gold Collection 31,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Counter_Display
955,Vanilla Jasmin Eau De Parfum 50Ml (Batch 7923),Noir Series 102,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Counter_Display
956,Mystic Musk Eau De Toilette 50Ml (Batch 4135),Noir Series 102,Prestige Global Alliance,Beck London,Body Care,Unisex Fragrances,Counter_Display
957,Royal Jasmin Eau De Parfum 50Ml (Batch 8293),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
958,Tester - Velvet Jasmin Scent 100Ml (Batch 1955),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
959,Royal Musk Eau De Parfum 100Ml (Batch 8519),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
960,Imperial Citrus Eau De Parfum 50Ml (Batch 5950),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
962,Velvet Musk Eau De Parfum 50Ml (Batch 6654),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
963,Mystic Sandalwood Eau De Parfum 50Ml (Batch 5519),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
964,Ambre Musk Eau De Parfum 50Ml (Batch 9212),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
965,Royal Musk Eau De Toilette 50Ml (Batch 9543),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
966,Savage Jasmin Eau De Toilette 50Ml (Batch 9036),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
967,Velvet Citrus Eau De Toilette 50Ml (Batch 1746),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
968,Mystic Musk Eau De Toilette 100Ml (Batch 4566),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
969,Royal Citrus Eau De Toilette 100Ml (Batch 6033),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
970,Ambre Citrus Eau De Toilette 100Ml (Batch 7023),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
971,Velvet Jasmin Eau De Parfum 50Ml (Batch 4755),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
972,Velvet Oud Eau De Toilette 50Ml (Batch 5863),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
973,Tester - Rose Citrus Scent 100Ml (Batch 4729),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
974,Tester - Rose Oud Scent 100Ml (Batch 1519),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
975,Rose Sandalwood Eau De Toilette 100Ml (Batch 1017),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
976,Mystic Musk Eau De Toilette 50Ml (Batch 4187),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
977,Velvet Musk Eau De Parfum 100Ml (Batch 3820),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
978,Ambre Oud Eau De Parfum 50Ml (Batch 9131),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
981,Golden Sandalwood Eau De Parfum 50Ml (Batch 2685),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
984,Imperial Oud Eau De Parfum 50Ml (Batch 3699),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
985,Tester - Velvet Citrus Scent 100Ml (Batch 2654),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
986,Tester - Savage Jasmin Scent 100Ml (Batch 6210),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
987,Rose Jasmin Eau De Toilette 100Ml (Batch 4183),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
990,Ambre Oud Eau De Toilette 50Ml (Batch 8380),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
991,Royal Citrus Eau De Parfum 50Ml (Batch 7535),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
992,Rose Musk Eau De Parfum 100Ml (Batch 9036),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
993,Golden Jasmin Eau De Parfum 50Ml (Batch 4557),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
994,Golden Jasmin Eau De Toilette 100Ml (Batch 7732),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
995,Royal Jasmin Eau De Parfum 50Ml (Batch 3187),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
996,Tester - Velvet Citrus Scent 100Ml (Batch 5203),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
998,Imperial Citrus Eau De Parfum 50Ml (Batch 8935),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
999,Golden Oud Eau De Toilette 50Ml (Batch 5766),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1000,Tester - Rose Musk Scent 100Ml (Batch 6494),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1001,Mystic Musk Eau De Parfum 100Ml (Batch 9621),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1002,Tester - Royal Sandalwood Scent 100Ml (Batch 9883),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1003,Ambre Jasmin Eau De Toilette 50Ml (Batch 3892),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1004,Tester - Savage Oud Scent 100Ml (Batch 9528),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1005,Tester - Golden Citrus Scent 100Ml (Batch 3722),Private Blend 90,Prestige Global Alliance,Hanson Paris,Bodycare,Promo_Plv,Eau_De_Parfum
1006,Mystic Sandalwood Eau De Parfum 100Ml (Batch 6957),Velvet Petals 92,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Body_Lotion
1007,Velvet Jasmin Eau De Parfum 100Ml (Batch 5235),Velvet Petals 92,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Body_Lotion
1008,Savage Oud Eau De Toilette 50Ml (Batch 3259),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1009,Royal Jasmin Eau De Toilette 50Ml (Batch 6314),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1010,Golden Sandalwood Eau De Toilette 100Ml (Batch 1047),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1011,Ambre Oud Eau De Parfum 100Ml (Batch 9323),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1012,Tester - Imperial Musk Scent 100Ml (Batch 1842),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1013,Royal Jasmin Eau De Parfum 100Ml (Batch 3696),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1014,Royal Sandalwood Eau De Parfum 50Ml (Batch 8868),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1015,Velvet Sandalwood Eau De Parfum 50Ml (Batch 8696),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1016,Tester - Golden Musk Scent 100Ml,Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1017,Tester - Imperial Oud Scent 100Ml (Batch 7535),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1018,Savage Musk Eau De Parfum 100Ml (Batch 1827),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1019,Rose Oud Eau De Parfum 100Ml (Batch 5492),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1020,Tester - Golden Jasmin Scent 100Ml (Batch 5738),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1021,Tester - Vanilla Oud Scent 100Ml (Batch 3148),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1022,Savage Sandalwood Eau De Toilette 100Ml (Batch 5837),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1023,Imperial Jasmin Eau De Toilette 100Ml (Batch 7572),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1024,Mystic Oud Eau De Toilette 100Ml (Batch 8720),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1025,Imperial Sandalwood Eau De Parfum 100Ml (Batch 9713),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1026,Imperial Jasmin Eau De Toilette 100Ml (Batch 4568),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1027,Royal Sandalwood Eau De Parfum 100Ml (Batch 6346),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1028,Tester - Imperial Sandalwood Scent 100Ml (Batch 2710),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Sampling_Vial
1029,Tester - Imperial Jasmin Scent 100Ml,Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Sampling_Vial
1030,Imperial Jasmin Eau De Parfum 100Ml (Batch 8032),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1031,Royal Sandalwood Eau De Toilette 50Ml (Batch 4641),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1032,Ambre Musk Eau De Toilette 50Ml (Batch 5566),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1033,Imperial Oud Eau De Toilette 50Ml (Batch 9991),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1034,Mystic Oud Eau De Toilette 50Ml (Batch 7538),Oud Intense 103,Prestige Global Alliance,Beck London,Body Care,Body Lotion,Sampling_Vial
1035,Royal Jasmin Eau De Parfum 50Ml (Batch 8800),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1036,Mystic Jasmin Eau De Toilette 50Ml (Batch 7355),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1037,Royal Musk Eau De Parfum 100Ml (Batch 4969),Private Blend 90,Prestige Global Alliance,Eau De Padilla,Bodycare,Unisex Fragrances,Eau_De_Parfum
1038,Vanilla Jasmin Eau De Toilette 50Ml (Batch 8840),Private Blend 90,Prestige Global Alliance,Eau De Padilla,Bodycare,Unisex Fragrances,Eau_De_Parfum
1039,Mystic Sandalwood Eau De Parfum 50Ml (Batch 3196),Private Blend 90,Prestige Global Alliance,Eau De Padilla,Bodycare,Unisex Fragrances,Eau_De_Parfum
1040,Golden Citrus Eau De Toilette 50Ml (Batch 3026),Private Blend 90,Prestige Global Alliance,Eau De Padilla,Bodycare,Unisex Fragrances,Eau_De_Parfum
1041,Royal Citrus Eau De Toilette 50Ml (Batch 3389),Private Blend 90,Prestige Global Alliance,Maison Cohen,Bodycare,Unisex Fragrances,Eau_De_Parfum
1042,Tester - Vanilla Musk Scent 100Ml (Batch 3724),Ocean Breeze 86,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Counter_Display
1043,Tester - Rose Citrus Scent 100Ml (Batch 5098),Velvet Petals 38,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Eau_De_Parfum
1044,Imperial Sandalwood Eau De Toilette 50Ml (Batch 8732),Velvet Petals 38,Prestige Global Alliance,Beck London,Body Care,Womens Fragrance,Eau_De_Parfum
1045,Golden Sandalwood Eau De Toilette 100Ml (Batch 2100),Velvet Petals 38,Prestige Global Alliance,Beck London,Body Care,Product Testers,Eau_De_Parfum
1046,Rose Sandalwood Eau De Toilette 50Ml (Batch 7158),Velvet Petals 38,Prestige Global Alliance,Beck London,Body Care,Womens Fragrance,Eau_De_Parfum
1048,Golden Sandalwood Eau De Parfum 100Ml (Batch 2638),Velvet Petals 38,Prestige Global Alliance,Beck London,Body Care,Womens Fragrance,Eau_De_Parfum
1049,Vanilla Sandalwood Eau De Toilette 100Ml (Batch 7396),Velvet Petals 38,Prestige Global Alliance,Beck London,Body Care,Womens Fragrance,Eau_De_Parfum
1050,Ambre Musk Eau De Toilette 50Ml (Batch 2745),Velvet Petals 38,Prestige Global Alliance,Beck London,Body Care,Womens Fragrance,Eau_De_Parfum
1052,Rose Oud Eau De Toilette 50Ml (Batch 1448),Oud Intense 10,Prestige Global Alliance,Beck London,Body Care,Product Testers,Sampling_Vial
1053,Imperial Sandalwood Eau De Toilette 100Ml (Batch 5506),Oud Intense 10,Prestige Global Alliance,Beck London,Body Care,Product Testers,Sampling_Vial
1054,Ambre Jasmin Eau De Toilette 100Ml (Batch 4677),Gold Collection 3,Prestige Global Alliance,Beck London,Body Care,Promo_Plv,Eau_De_Parfum
1056,Vanilla Citrus Eau De Parfum 100Ml (Batch 1713),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1057,Velvet Oud Eau De Toilette 50Ml (Batch 5544),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1058,Tester - Vanilla Jasmin Scent 100Ml (Batch 6795),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1059,Rose Musk Eau De Toilette 50Ml (Batch 1676),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1060,Tester - Ambre Sandalwood Scent 100Ml (Batch 9512),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Shower_Gel
1061,Ambre Musk Eau De Toilette 100Ml (Batch 3196),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1062,Royal Jasmin Eau De Parfum 100Ml (Batch 8238),Oud Intense 29,Prestige Global Alliance,Atelier Perez,Body Care,Product Testers,Shower_Gel
1063,Tester - Imperial Citrus Scent 100Ml (Batch 7083),Ocean Breeze 86,Prestige Global Alliance,Atelier Perez,Body Care,Promo_Plv,Counter_Display
1064,Velvet Musk Eau De Parfum 50Ml (Batch 1529),Velvet Petals 30,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Body_Lotion
1065,Rose Citrus Eau De Toilette 50Ml (Batch 3393),Velvet Petals 30,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Body_Lotion
1066,Velvet Sandalwood Eau De Parfum 50Ml (Batch 9723),Gold Collection 31,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
1067,Velvet Oud Eau De Toilette 100Ml (Batch 9657),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
1068,Vanilla Jasmin Eau De Toilette 100Ml (Batch 4032),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
1069,Imperial Jasmin Eau De Toilette 50Ml (Batch 4509),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
1070,Imperial Oud Eau De Parfum 50Ml (Batch 4955),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
1071,Velvet Oud Eau De Toilette 100Ml (Batch 6416),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
1072,Vanilla Sandalwood Eau De Parfum 100Ml (Batch 5931),Private Blend 89,Prestige Global Alliance,Atelier Perez,Body Care,Men Fragrance,Counter_Display
1073,Ambre Jasmin Eau De Toilette 50Ml (Batch 1743),Private Blend 90,Prestige Global Alliance,Eau De Padilla,Bodycare,Unisex Fragrances,Eau_De_Parfum
1074,Ambre Oud Eau De Parfum 100Ml (Batch 8528),Gold Collection 104,Vertex Beauty Group,Lee Luxury,Bodycare,Product Testers,Body_Lotion
1075,Imperial Sandalwood Eau De Parfum 100Ml (Batch 2186),Gold Collection 104,Vertex Beauty Group,Lee Luxury,Bodycare,Product Testers,Body_Lotion
1076,Ambre Citrus Eau De Parfum 50Ml (Batch 3647),Private Blend 105,Vertex Beauty Group,Lee Luxury,Bodycare,Product Testers,Sampling_Vial
1077,Rose Jasmin Eau De Toilette 100Ml (Batch 8266),Private Blend 105,Vertex Beauty Group,Lee Luxury,Bodycare,Product Testers,Sampling_Vial
1078,Ambre Musk Eau De Parfum 50Ml (Batch 1231),Private Blend 105,Vertex Beauty Group,Lee Luxury,Bodycare,Product Testers,Sampling_Vial
1079,Tester - Velvet Sandalwood Scent 100Ml (Batch 2413),Private Blend 105,Vertex Beauty Group,Lee Luxury,Bodycare,Promo_Plv,Sampling_Vial
1080,Velvet Jasmin Eau De Parfum 100Ml (Batch 6336),Private Blend 105,Vertex Beauty Group,Lee Luxury,Bodycare,Product Testers,Sampling_Vial
1081,Vanilla Sandalwood Eau De Parfum 100Ml (Batch 9863),Private Blend 105,Vertex Beauty Group,Lee Luxury,Bodycare,Product Testers,Sampling_Vial
1082,Savage Musk Eau De Toilette 50Ml (Batch 5644),Private Blend 105,Vertex Beauty Group,Lee Luxury,Bodycare,Product Testers,Sampling_Vial
1083,Mystic Oud Eau De Toilette 100Ml (Batch 7144),Private Blend 106,Vertex Beauty Group,Casey Milano,Bodycare,Product Testers,Sampling_Vial
1084,Golden Jasmin Eau De Toilette 50Ml,Private Blend 106,Vertex Beauty Group,Casey Milano,Bodycare,Product Testers,Sampling_Vial
1085,Tester - Velvet Musk Scent 100Ml (Batch 8465),Private Blend 106,Vertex Beauty Group,Casey Milano,Bodycare,Promo_Plv,Sampling_Vial
1086,Savage Oud Eau De Parfum 100Ml (Batch 1199),Gold Collection 107,Vertex Beauty Group,Mitchell Beauty,Bodycare,Unisex Fragrances,Body_Lotion
1087,Ambre Jasmin Eau De Parfum 100Ml (Batch 7819),Gold Collection 107,Vertex Beauty Group,Mitchell Beauty,Bodycare,Unisex Fragrances,Body_Lotion
1088,Rose Jasmin Eau De Toilette 50Ml (Batch 2435),Gold Collection 107,Vertex Beauty Group,Mitchell Beauty,Bodycare,Unisex Fragrances,Body_Lotion
1089,Savage Oud Eau De Parfum 100Ml (Batch 6300),Oud Intense 108,Vertex Beauty Group,Mitchell Beauty,Bodycare,Unisex Fragrances,Body_Lotion
